event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
AFG68135,"19 July 2024",2024,1,"Political violence","Explosions/Remote violence",Grenade,"Unidentified Armed Group (Afghanistan)",,"Political militia","Civilians (Afghanistan)","Shiite Muslim Group (Afghanistan)",Civilians,"Political militia-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,"Sar-e Pol",Sar-e-Pul,,Sar-e-Pul,36.2154,65.9325,1,"Etilaat e Roz; Hasht-e Subh; Khaama Press",National,"On 19 July 2024, seven Shiite civilians were wounded when unknown attackers threw a hand grenade at a gathering to mark Muharram in the Imamzadeh Yahya shrine of Tawhid Abad area, Sar-e-Pul city, Sar-e Pol.",0,,1721769334
AFG68122,"19 July 2024",2024,1,"Political violence",Battles,"Armed clash","Afghanistan Freedom Front",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,Twitter,"New media","On 19 July 2024, three Taliban members were killed and one was wounded following an attack by Afghanistan Freedom Front militants on their checkpoint near the Kabul military factory located in the Joy-e-Shir area of Kabul city.",3,,1722291485
AFG68139,"19 July 2024",2024,1,"Political violence",Battles,"Armed clash","National Resistance Front",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Badghis,Ghormach,,Ghormach,35.7258,63.7882,2,"Etilaat e Roz; Hasht-e Subh; National Resistance Front of Afghanistan",Other-National,"On 19 July 2024, three Taliban members including a commander of the 4th Brigade of Herat Corps were killed and one was wounded following an attack by National Resistance Front militants on their base in the Chinese camp area of Ghormach district, Badghis. No casualties from NRF.",3,,1722376556
AFG68161,"19 July 2024",2024,1,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)",,Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Nangarhar,Jalalabad,,Jalalabad,34.4265,70.4515,1,"Hasht-e Subh",National,"On 19 July 2024, a 10-year-old child was shot and killed by Taliban members in Jalalabad city, Nangarhar. The child, who had been previously forbidden by the Taliban from collecting wood and firewood, was shot when he went to gather wood for a second time.",1,,1722376556
AFG68195,"19 July 2024",2024,1,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Former Government of Afghanistan (2021-); Prisoners (Afghanistan)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Takhar,Taluqan,,Taluqan,36.7341,69.5336,1,"Hasht-e Subh; Undisclosed Source","Local partner-Other","On 19 July 2024, Taliban forces arrested the former head of the Takhar provincial council from Taluqan city, Takhar, and transferred him to Kunduz province. He was severely beaten and tortured in prison, and was transferred to a hospital due to his critical condition. He was later released on 8 August 2024.",0,"local administrators",1736882183
AFG68116,"18 July 2024",2024,1,"Political violence",Battles,"Armed clash","National Resistance Front",,"Rebel group","Police Forces of Afghanistan (2021-) General Directorate of Intelligence",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Herat,Herat,,Herat,34.3482,62.1997,1,"National Resistance Front of Afghanistan",Other,"On 18 July 2024, two Taliban intelligence members including PD12 intelligence head were killed and one wounded following an attack on their vehicle by National Resistance Front militants in the Hussainabad village of Herat city. No casualties from NRF.",2,,1721769334
AFG68129,"18 July 2024",2024,1,"Political violence",Battles,"Armed clash","Military Forces of Pakistan (2022-)",,"External/Other forces","Military Forces of Afghanistan (2021-)",,"State forces","State forces-External/Other forces",,4,"Caucasus and Central Asia",Afghanistan,Kunar,Dangam,,Dangam,34.9925,71.4194,2,"Khorasan Diary; Twitter","New media","On 18 July 2024, one Taliban member was killed and one Pakistani soldier was wounded during clashes between Pakistani forces and Taliban in the Kunar-Bajaur-Dir borders along the Durand Line [coded to Dangam due to its proximity to Bajaur and Dir]. There were clashes in at least two border posts. No further information.",1,,1721769334
AFG69219,"18 July 2024",2024,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)",,Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,"Undisclosed Source","Local partner-Other","On 18 July 2024, a civilian, the son of the principal of Ghulam Haider Khan High School, was arrested by Taliban in PD15 of Kabul city. His whereabouts remained unknown.",0,,1738102144
AFG68155,"18 July 2024",2024,1,"Strategic developments","Strategic developments",Other,"Unidentified Armed Group (Afghanistan)",,"Political militia","Civilians (Afghanistan)",,Civilians,"Political militia-Civilians",,4,"Caucasus and Central Asia",Afghanistan,Kandahar,Kandahar,,Kandahar,31.6133,65.7101,2,"Afghan Islamic Press News Agency; Hasht-e Subh",National,"Explosive remnants of war: On 18 July 2024, one child was killed and four were wounded when a bomb, remnants of war, exploded while they're playing with it in the Timuriano area of Kandahar (Dand) district.",1,,1739304990
AFG68103,"17 July 2024",2024,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Police Forces of Afghanistan (2021-) General Directorate of Intelligence",,"State forces","Civilians (Afghanistan)","Former Military Forces of Afghanistan (2021-)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Badakhshan,"Faiz Abad",,"Faiz Abad",37.1166,70.58,1,"Hasht-e Subh",National,"On 17 July 2024, one former soldier was arrested by Taliban intelligence in Faiz Abad city, Badakhshan. His whereabouts remained unknown.",0,,1721769334
AFG68124,"17 July 2024",2024,1,"Political violence","Violence against civilians",Attack,"Kuchi Tribal Militia (Afghanistan)",,"Identity militia","Civilians (Afghanistan)",,Civilians,"Identity militia-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Kapisa,"Koh Band",,Durnamah,35.066,69.4976,1,"Hasht-e Subh",National,"On 17 July 2024, one person was killed after an argument with nomads supported by the Taliban (coded as Kuchi based on the context) in the Durnamah village of Koh Band district, Kapisa. He was severely beaten and killed.",1,,1721769334
AFG68125,"17 July 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Afghanistan)","Baak Communal Group (Afghanistan)",Rioters,"Rioters (Afghanistan)","Baak Communal Group (Afghanistan); Military Forces of Afghanistan (2021-)",Rioters,Rioters-Rioters,,4,"Caucasus and Central Asia",Afghanistan,Khost,Baak,,Baak,33.5317,70.0214,2,"Hasht-e Subh",National,"On 17 July 2024, a number of residents engaged in a conflict over a land dispute in the Kotkio village of Baak district, Khost. Three Taliban members were wounded by locals when several Taliban members intervened in the conflict. Taliban arrested a number of locals.",0,"crowd size=no report",1721769334
AFG68146,"17 July 2024",2024,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Former Military Forces of Afghanistan (2021-)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,"Hasht-e Subh",National,"On 17 July 2024, Taliban arrested a former soldier in the Sar-e-Kotal Khair Khana area of Kabul city. His whereabouts remained unknown. He was from Parwan province, but moved to Kabul due to local Taliban officials harassment.",0,,1722376556
AFG68147,"17 July 2024",2024,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Labor Group (Afghanistan)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,"Hasht-e Subh",National,"On 17 July 2024, Taliban arrested a head of tourism company in PD4 of Kabul city. He is from Panjshir province. His whereabouts remained unknown.",0,,1722376556
AFG68272,"17 July 2024",2024,2,"Strategic developments","Strategic developments",Arrests,"Police Forces of Afghanistan (2021-) General Directorate of Intelligence",,"State forces","Civilians (Afghanistan)",,Civilians,"State forces-Civilians",,4,"Caucasus and Central Asia",Afghanistan,Laghman,Mehterlam,,Mehterlam,34.6714,70.2094,3,"Hasht-e Subh; Twitter","New media-National","Around 17 July 2024, Taliban intelligence forces arrested a social media activist and comedian in Laghman [coded to Mehterlam] province for advocating the reopening of girls' schools and using satire to criticize Taliban leaders and their policies on social media. He was imprisoned, and on 17 August, a forced confession video was released, where he expressed remorse and pleaded for forgiveness. He is still being held by the Taliban.",0,,1724787053
AFG69218,"17 July 2024",2024,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)",,Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,"Undisclosed Source","Local partner-Other","On 17 July 2024, a man from Panjshir was stopped and beaten by Taliban in the Khair Khana area of Kabul city. He was forced into a car and taken away. His whereabouts are unclear.",0,,1738102144
AFG69222,"17 July 2024",2024,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Police Forces of Afghanistan (2021-) General Directorate of Intelligence",,"State forces","Civilians (Afghanistan)","Health Workers (Afghanistan)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Nangarhar,Jalalabad,,Jalalabad,34.4265,70.4515,1,"Undisclosed Source","Local partner-Other","On 17 July 2024, a doctor was arrested by Taliban intelligence from his clinic in Jalalabad city, Nangarhar. His whereabouts remained unknown.",0,,1738102144
AFG69232,"17 July 2024",2024,1,"Strategic developments","Strategic developments","Looting/property destruction","Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Farmers (Afghanistan)",Civilians,"State forces-Civilians",,4,"Caucasus and Central Asia",Afghanistan,Ghor,Tulak,,Tulak,33.9751,63.7287,2,"Undisclosed Source","Local partner-Other","Property destruction: On 17 July 2024, Taliban burned local oat fields and threatened farmers not to cultivate oats in Tulak district, Ghor.",0,,1738102144
AFG68111,"16 July 2024",2024,1,"Strategic developments","Strategic developments",Other,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Shiite Muslim Group (Afghanistan)",Civilians,"State forces-Civilians",,4,"Caucasus and Central Asia",Afghanistan,Balkh,Mazar-e-Sharif,,Mazar-e-Sharif,36.709,67.1109,1,"Hasht-e Subh",National,"Other: On 16 July 2024, Taliban intervened in the Muharram processions of Shiite civilians in PD1, PD2, PD3, and PD9 of Mazar-e-Sharif city, Balkh, removing the flags and signs and stopping ceremonies. No further information.",0,,1721769334
AFG68190,"16 July 2024",2024,1,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)","Former Military Forces of Afghanistan (2021-); Prisoners (Afghanistan)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Baghlan,Dushi,,"Khwajah Zayd",35.5761,68.7187,1,"Hasht-e Subh",National,"On 16 July 2024, one former soldier was arrested and tortured by Taliban in the Khwajah Zayd area of Dushi district, Baghlan. He had returned from Iran two months ago, arrested and tortured by the Taliban, and was then released. He stayed in the hospital for nearly a month to be treated from the torture he endured in Taliban custody, before getting arrested again.",0,,1722974430
AFG68123,"16 July 2024",2024,1,"Political violence",Battles,"Armed clash","National Resistance Front",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Kapisa,"Hissa-e-Awali Kohistan",,Kesektan,35.0467,69.2919,2,"Hasht-e Subh; National Resistance Front of Afghanistan",Other-National,"On 16 July 2024, two Taliban members were killed and one was wounded following an attack by National Resistance Front militants on bases in Hissa-e-Awali Kohistan [coded to Kesektan] district, Kapisa. A Humvee vehicle (armored jeep) was destroyed.",2,,1725414467
AFG68144,"16 July 2024",2024,2,"Political violence","Violence against civilians",Attack,"Police Forces of Afghanistan (2021-) General Directorate of Intelligence",,"State forces","Civilians (Afghanistan)","Former Police Forces of Afghanistan (2021-); Prisoners (Afghanistan)",Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Herat,Herat,,Herat,34.3482,62.1997,1,"Hasht-e Subh; Undisclosed Source","Local partner-Other","Around 16 July 2024 (week of), Taliban intelligence arrested and killed a former policeman in Herat city. His body, with signs of torture, was handed to his family on 19 July.",1,,1729016143
AFG68133,"16 July 2024",2024,1,"Political violence",Battles,"Armed clash","National Resistance Front",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Parwan,Charikar,,Charikar,35.0166,69.174,1,"Hasht-e Subh; National Resistance Front of Afghanistan",Other-National,"On 16 July 2024, one Taliban member was killed and two were wounded following an attack by National Resistance Front militants on a checkpoint in the Chikal area of Charikar city, Parwan.",1,,1737435503
AFG68108,"15 July 2024",2024,1,"Political violence",Battles,"Armed clash","National Resistance Front",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Badghis,Qala-i-Now,,Qala-i-Now,34.9874,63.1289,1,"Afghan Islamic Press News Agency; Hasht-e Subh; National Resistance Front of Afghanistan",Other-National,"On 15 July 2024, an attack took place at the entrance gate of the provincial building in Qala-i-Now city, Badghis. While Taliban claimed that it was a hand grenade attack and inflicted no casualties, NRF took responsibility, claimed killing of 4 Taliban members, the head of administration and finance of the province and his 3 associates, and injuring of 2 Taliban members without mentioning the nature of the attack. Fatalities coded based on Taliban claim as the lowest count.",0,,1721769334
AFG68109,"15 July 2024",2024,1,"Strategic developments","Strategic developments",Arrests,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)",,Civilians,"State forces-Civilians",,4,"Caucasus and Central Asia",Afghanistan,Badghis,Qala-i-Now,,Qala-i-Now,34.9874,63.1289,1,"Hasht-e Subh",National,"On 15 July 2024, Taliban arrested at least 20 people in Qala-i-Now city, Badghis, in connection with the explosion earlier that day, which was later claimed by the NRF (coded separately).",0,,1721769334
AFG68115,"15 July 2024",2024,1,"Political violence",Battles,"Armed clash","National Resistance Front",,"Rebel group","Military Forces of Afghanistan (2021-)",,"State forces","State forces-Rebel group",,4,"Caucasus and Central Asia",Afghanistan,Herat,Herat,,Jibrail,34.3746,62.1272,1,"Hasht-e Subh; National Resistance Front of Afghanistan",Other-National,"On 15 July 2024, one Taliban commander and his two guards were killed, and a Taliban vehicle was destroyed following an attack by National Resistance Front militants in the Jibrail township area of PD13 in Herat city. The NRF also claimed seizing three weapons.",3,,1721769334
AFG68121,"15 July 2024",2024,1,"Political violence","Violence against civilians",Attack,"Military Forces of Afghanistan (2021-)",,"State forces","Civilians (Afghanistan)",,Civilians,"State forces-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,"Etilaat e Roz; Hasht-e Subh",National,"On 15 July 2024, Taliban arrested two men from Panjshir, a father and son, in the Hesa Som area of Khairkhane of Kabul city. They were beaten and their whereabouts remained unknown.",0,,1722291485
AFG69231,"15 July 2024",2024,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Afghanistan)",,"Political militia","Civilians (Afghanistan)","Former Military Forces of Afghanistan (2021-)",Civilians,"Political militia-Civilians","Civilian targeting",4,"Caucasus and Central Asia",Afghanistan,Faryab,Maimana,,Maimana,35.9213,64.7841,1,"Undisclosed Source","Local partner-Other","On 15 July 2024, a former soldier was shot and killed by unknown gunmen in Maimana city, Faryab. He was also the bodyguard of the former head of the Faryab provincial council.",1,,1738102144
